"scaffold","number_of_loci","Sequence.Length"
"OLKM01004216.1",1,24230
"OLKM01004218.1",1,24213
"OLKM01004226.1",1,24157
"OLKM01004231.1",1,24124
"OLKM01004242.1",1,24007
"OLKM01004248.1",1,23976
"OLKM01004252.1",1,23955
"OLKM01004255.1",1,23921
"OLKM01004261.1",1,23878
"OLKM01004262.1",1,23874
"OLKM01004278.1",1,23692
"OLKM01004280.1",1,23663
"OLKM01004287.1",1,23644
"OLKM01004289.1",1,23634
"OLKM01004291.1",1,23616
"OLKM01004295.1",1,23590
"OLKM01004303.1",1,23534
"OLKM01004313.1",1,23410
"OLKM01004323.1",1,23287
"OLKM01004326.1",1,23252
"OLKM01004332.1",1,23207
"OLKM01004333.1",1,23191
"OLKM01004335.1",1,23185
"OLKM01004340.1",1,23158
"OLKM01004350.1",1,23084
"OLKM01004352.1",1,23063
"OLKM01004367.1",1,22922
"OLKM01004368.1",1,22920
"OLKM01004380.1",1,22842
"OLKM01004382.1",1,22826
"OLKM01004385.1",1,22808
"OLKM01004395.1",1,22721
"OLKM01004398.1",1,22710
"OLKM01004414.1",1,22603
"OLKM01004417.1",1,22582
"OLKM01004424.1",1,22525
"OLKM01004434.1",1,22462
"OLKM01004437.1",1,22440
"OLKM01004454.1",1,22288
"OLKM01004456.1",1,22263
"OLKM01004461.1",1,22237
"OLKM01004463.1",1,22231
"OLKM01004464.1",1,22231
"OLKM01004465.1",1,22221
"OLKM01004477.1",1,22138
"OLKM01004479.1",1,22120
"OLKM01004480.1",1,22098
"OLKM01004481.1",1,22095
"OLKM01004482.1",1,22094
"OLKM01004483.1",1,22051
"OLKM01004484.1",1,22048
"OLKM01004496.1",1,21991
"OLKM01004511.1",1,21894
"OLKM01004513.1",1,21869
"OLKM01004520.1",1,21833
"OLKM01004534.1",1,21731
"OLKM01004545.1",1,21655
"OLKM01004553.1",1,21625
"OLKM01004554.1",1,21621
"OLKM01004562.1",1,21584
"OLKM01004567.1",1,21549
"OLKM01004568.1",1,21546
"OLKM01004571.1",1,21525
"OLKM01004576.1",1,21487
"OLKM01004587.1",1,21367
"OLKM01004589.1",1,21357
"OLKM01004599.1",1,21292
"OLKM01004600.1",1,21262
"OLKM01004606.1",1,21239
"OLKM01004607.1",1,21221
"OLKM01004616.1",1,21141
"OLKM01004622.1",1,21096
"OLKM01004623.1",1,21087
"OLKM01004625.1",1,21076
"OLKM01004630.1",1,21036
"OLKM01004631.1",1,21030
"OLKM01004640.1",1,20937
"OLKM01004643.1",1,20931
"OLKM01004646.1",1,20918
"OLKM01004652.1",1,20866
"OLKM01004656.1",1,20812
"OLKM01004674.1",1,20717
"OLKM01004683.1",1,20658
"OLKM01004697.1",1,20544
"OLKM01004700.1",1,20541
"OLKM01004701.1",1,20532
"OLKM01004702.1",1,20526
"OLKM01004711.1",1,20490
"OLKM01004712.1",1,20488
"OLKM01004726.1",1,20375
"OLKM01004731.1",1,20356
"OLKM01004733.1",1,20343
"OLKM01004734.1",1,20324
"OLKM01004737.1",1,20303
"OLKM01004751.1",1,20247
"OLKM01004755.1",1,20234
"OLKM01004759.1",1,20218
"OLKM01004760.1",1,20218
"OLKM01004764.1",1,20212
"OLKM01004765.1",1,20205
"OLKM01004766.1",1,20203
"OLKM01004784.1",1,20080
"OLKM01004794.1",1,20026
"OLKM01004795.1",1,20023
"OLKM01004813.1",1,19906
"OLKM01004818.1",1,19874
"OLKM01004825.1",1,19834
"OLKM01004833.1",1,19791
"OLKM01004836.1",1,19765
"OLKM01004841.1",1,19732
"OLKM01004843.1",1,19720
"OLKM01004848.1",1,19676
"OLKM01004870.1",1,19544
"OLKM01004873.1",1,19526
"OLKM01004877.1",1,19495
"OLKM01004878.1",1,19476
"OLKM01004881.1",1,19465
"OLKM01004888.1",1,19449
"OLKM01004889.1",1,19449
"OLKM01004891.1",1,19440
"OLKM01004900.1",1,19409
"OLKM01004905.1",1,19390
"OLKM01004911.1",1,19373
"OLKM01004921.1",1,19316
"OLKM01004928.1",1,19290
"OLKM01004929.1",1,19286
"OLKM01004932.1",1,19274
"OLKM01004937.1",1,19250
"OLKM01004949.1",1,19194
"OLKM01004970.1",1,19101
"OLKM01004977.1",1,19052
"OLKM01004985.1",1,19017
"OLKM01004987.1",1,19016
"OLKM01004990.1",1,19001
"OLKM01004994.1",1,18983
"OLKM01005007.1",1,18922
"OLKM01005008.1",1,18919
"OLKM01005020.1",1,18874
"OLKM01005025.1",1,18849
"OLKM01005026.1",1,18841
"OLKM01005027.1",1,18838
"OLKM01005041.1",1,18743
"OLKM01005047.1",1,18718
"OLKM01005051.1",1,18701
"OLKM01005070.1",1,18603
"OLKM01005074.1",1,18582
"OLKM01005082.1",1,18548
"OLKM01005086.1",1,18531
"OLKM01005090.1",1,18512
"OLKM01005104.1",1,18394
"OLKM01005108.1",1,18379
"OLKM01005110.1",1,18372
"OLKM01005115.1",1,18355
"OLKM01005119.1",1,18348
"OLKM01005121.1",1,18346
"OLKM01005122.1",1,18345
"OLKM01005129.1",1,18308
"OLKM01005134.1",1,18289
"OLKM01005139.1",1,18281
"OLKM01005149.1",1,18235
"OLKM01005160.1",1,18196
"OLKM01005163.1",1,18187
"OLKM01005166.1",1,18177
"OLKM01005170.1",1,18158
"OLKM01005171.1",1,18157
"OLKM01005174.1",1,18148
"OLKM01005180.1",1,18118
"OLKM01005200.1",1,18044
"OLKM01005208.1",1,18000
"OLKM01005217.1",1,17954
"OLKM01005222.1",1,17938
"OLKM01005230.1",1,17903
"OLKM01005232.1",1,17899
"OLKM01005237.1",1,17883
"OLKM01005249.1",1,17845
"OLKM01005254.1",1,17816
"OLKM01005259.1",1,17790
"OLKM01005263.1",1,17784
"OLKM01005272.1",1,17745
"OLKM01005289.1",1,17681
"OLKM01005292.1",1,17677
"OLKM01005295.1",1,17662
"OLKM01005297.1",1,17655
"OLKM01005298.1",1,17653
"OLKM01005301.1",1,17634
"OLKM01005305.1",1,17622
"OLKM01005309.1",1,17600
"OLKM01005316.1",1,17584
"OLKM01005319.1",1,17570
"OLKM01005325.1",1,17545
"OLKM01005331.1",1,17517
"OLKM01005351.1",1,17455
"OLKM01005353.1",1,17444
"OLKM01005358.1",1,17429
"OLKM01005360.1",1,17422
"OLKM01005361.1",1,17420
"OLKM01005366.1",1,17409
"OLKM01005384.1",1,17349
"OLKM01005388.1",1,17335
"OLKM01005402.1",1,17295
"OLKM01005403.1",1,17295
"OLKM01005407.1",1,17265
"OLKM01005418.1",1,17232
"OLKM01005419.1",1,17232
"OLKM01005429.1",1,17196
"OLKM01005444.1",1,17138
"OLKM01005448.1",1,17129
"OLKM01005452.1",1,17113
"OLKM01005464.1",1,17060
"OLKM01005473.1",1,17042
"OLKM01005474.1",1,17037
"OLKM01005478.1",1,17032
"OLKM01005480.1",1,17024
"OLKM01005487.1",1,17000
"OLKM01005490.1",1,16988
"OLKM01005496.1",1,16962
"OLKM01005507.1",1,16920
"OLKM01005516.1",1,16896
"OLKM01005517.1",1,16893
"OLKM01005519.1",1,16892
"OLKM01005520.1",1,16888
"OLKM01005526.1",1,16871
"OLKM01005531.1",1,16849
"OLKM01005535.1",1,16836
"OLKM01005546.1",1,16801
"OLKM01005547.1",1,16801
"OLKM01005550.1",1,16787
"OLKM01005551.1",1,16784
"OLKM01005557.1",1,16775
"OLKM01005563.1",1,16760
"OLKM01005566.1",1,16755
"OLKM01005567.1",1,16752
"OLKM01005572.1",1,16744
"OLKM01005574.1",1,16732
"OLKM01005577.1",1,16710
"OLKM01005578.1",1,16709
"OLKM01005585.1",1,16687
"OLKM01005590.1",1,16651
"OLKM01005591.1",1,16646
"OLKM01005594.1",1,16644
"OLKM01005595.1",1,16644
"OLKM01005600.1",1,16622
"OLKM01005613.1",1,16576
"OLKM01005621.1",1,16558
"OLKM01005626.1",1,16547
"OLKM01005638.1",1,16501
"OLKM01005645.1",1,16464
"OLKM01005646.1",1,16453
"OLKM01005655.1",1,16411
"OLKM01005659.1",1,16396
"OLKM01005661.1",1,16388
"OLKM01005663.1",1,16386
"OLKM01005666.1",1,16379
"OLKM01005669.1",1,16353
"OLKM01005670.1",1,16346
"OLKM01005671.1",1,16342
"OLKM01005680.1",1,16286
"OLKM01005682.1",1,16279
"OLKM01005683.1",1,16267
"OLKM01005690.1",1,16235
"OLKM01005699.1",1,16191
"OLKM01005711.1",1,16159
"OLKM01005712.1",1,16157
"OLKM01005713.1",1,16156
"OLKM01005722.1",1,16116
"OLKM01005726.1",1,16102
"OLKM01005728.1",1,16091
"OLKM01005735.1",1,16067
"OLKM01005736.1",1,16056
"OLKM01005737.1",1,16055
"OLKM01005747.1",1,16039
"OLKM01005754.1",1,16025
"OLKM01005757.1",1,16012
"OLKM01005758.1",1,16010
"OLKM01005760.1",1,16005
"OLKM01005763.1",1,15993
"OLKM01005764.1",1,15990
"OLKM01005780.1",1,15934
"OLKM01005781.1",1,15932
"OLKM01005784.1",1,15929
"OLKM01005791.1",1,15914
"OLKM01005793.1",1,15913
"OLKM01005796.1",1,15910
"OLKM01005804.1",1,15889
"OLKM01005809.1",1,15871
"OLKM01005825.1",1,15834
"OLKM01005839.1",1,15802
"OLKM01005846.1",1,15780
"OLKM01005855.1",1,15748
"OLKM01005856.1",1,15743
"OLKM01005864.1",1,15732
"OLKM01005865.1",1,15729
"OLKM01005872.1",1,15715
"OLKM01005873.1",1,15708
"OLKM01005896.1",1,15639
"OLKM01005904.1",1,15626
"OLKM01005909.1",1,15621
"OLKM01005923.1",1,15568
"OLKM01005926.1",1,15566
"OLKM01005927.1",1,15562
"OLKM01005929.1",1,15560
"OLKM01005938.1",1,15517
"OLKM01005944.1",1,15499
"OLKM01005946.1",1,15492
"OLKM01005950.1",1,15486
"OLKM01005955.1",1,15476
"OLKM01005956.1",1,15476
"OLKM01005961.1",1,15461
"OLKM01005966.1",1,15442
"OLKM01005981.1",1,15395
"OLKM01005982.1",1,15394
"OLKM01006010.1",1,15317
"OLKM01006015.1",1,15295
"OLKM01006018.1",1,15290
"OLKM01006020.1",1,15287
"OLKM01006021.1",1,15285
"OLKM01006035.1",1,15265
"OLKM01006048.1",1,15231
"OLKM01006050.1",1,15226
"OLKM01006064.1",1,15199
"OLKM01006081.1",1,15163
"OLKM01006090.1",1,15148
"OLKM01006095.1",1,15128
"OLKM01006103.1",1,15109
"OLKM01006104.1",1,15109
"OLKM01006108.1",1,15100
"OLKM01006118.1",1,15079
"OLKM01006122.1",1,15060
"OLKM01006123.1",1,15058
"OLKM01006129.1",1,15053
"OLKM01006134.1",1,15044
"OLKM01006141.1",1,15022
"OLKM01006177.1",1,14932
"OLKM01006182.1",1,14914
"OLKM01006188.1",1,14908
"OLKM01006214.1",1,14830
"OLKM01006223.1",1,14806
"OLKM01006225.1",1,14798
"OLKM01006228.1",1,14794
"OLKM01006230.1",1,14791
"OLKM01006231.1",1,14790
"OLKM01006235.1",1,14785
"OLKM01006236.1",1,14784
"OLKM01006241.1",1,14771
"OLKM01006245.1",1,14752
"OLKM01006250.1",1,14734
"OLKM01006264.1",1,14694
"OLKM01006276.1",1,14664
"OLKM01006278.1",1,14662
"OLKM01006283.1",1,14652
"OLKM01006297.1",1,14629
"OLKM01006302.1",1,14617
"OLKM01006310.1",1,14603
"OLKM01006314.1",1,14594
"OLKM01006320.1",1,14583
"OLKM01006322.1",1,14576
"OLKM01006329.1",1,14557
"OLKM01006337.1",1,14531
"OLKM01006345.1",1,14508
"OLKM01006349.1",1,14501
"OLKM01006355.1",1,14488
"OLKM01006365.1",1,14459
"OLKM01006376.1",1,14437
"OLKM01006392.1",1,14407
"OLKM01006402.1",1,14371
"OLKM01006407.1",1,14362
"OLKM01006408.1",1,14360
"OLKM01006410.1",1,14355
"OLKM01006425.1",1,14314
"OLKM01006453.1",1,14234
"OLKM01006472.1",1,14168
"OLKM01006474.1",1,14162
"OLKM01006477.1",1,14161
"OLKM01006478.1",1,14159
"OLKM01006487.1",1,14150
"OLKM01006494.1",1,14114
"OLKM01006498.1",1,14098
"OLKM01006499.1",1,14094
"OLKM01006508.1",1,14072
"OLKM01006515.1",1,14059
"OLKM01006519.1",1,14048
"OLKM01006522.1",1,14038
"OLKM01006528.1",1,14025
"OLKM01006529.1",1,14023
"OLKM01006537.1",1,14003
"OLKM01006541.1",1,13995
"OLKM01006548.1",1,13965
"OLKM01006552.1",1,13960
"OLKM01006557.1",1,13943
"OLKM01006561.1",1,13934
"OLKM01006571.1",1,13916
"OLKM01006574.1",1,13914
"OLKM01006585.1",1,13886
"OLKM01006596.1",1,13863
"OLKM01006601.1",1,13851
"OLKM01006612.1",1,13824
"OLKM01006616.1",1,13823
"OLKM01006621.1",1,13812
"OLKM01006636.1",1,13757
"OLKM01006639.1",1,13750
"OLKM01006645.1",1,13730
"OLKM01006651.1",1,13722
"OLKM01006661.1",1,13693
"OLKM01006667.1",1,13671
"OLKM01006672.1",1,13660
"OLKM01006679.1",1,13647
"OLKM01006682.1",1,13643
"OLKM01006690.1",1,13627
"OLKM01006696.1",1,13614
"OLKM01006699.1",1,13601
"OLKM01006722.1",1,13550
"OLKM01006725.1",1,13545
"OLKM01006728.1",1,13543
"OLKM01006731.1",1,13531
"OLKM01006733.1",1,13530
"OLKM01006734.1",1,13530
"OLKM01006736.1",1,13527
"OLKM01006770.1",1,13431
"OLKM01006771.1",1,13430
"OLKM01006773.1",1,13425
"OLKM01006778.1",1,13417
"OLKM01006790.1",1,13402
"OLKM01006799.1",1,13379
"OLKM01006802.1",1,13372
"OLKM01006809.1",1,13357
"OLKM01006815.1",1,13345
"OLKM01006816.1",1,13345
"OLKM01006828.1",1,13304
"OLKM01006831.1",1,13299
"OLKM01006838.1",1,13289
"OLKM01006839.1",1,13287
"OLKM01006845.1",1,13261
"OLKM01006849.1",1,13254
"OLKM01006852.1",1,13245
"OLKM01006863.1",1,13216
"OLKM01006864.1",1,13214
"OLKM01006868.1",1,13206
"OLKM01006871.1",1,13200
"OLKM01006872.1",1,13198
"OLKM01006875.1",1,13188
"OLKM01006876.1",1,13187
"OLKM01006878.1",1,13182
"OLKM01006887.1",1,13160
"OLKM01006895.1",1,13142
"OLKM01006903.1",1,13132
"OLKM01006910.1",1,13121
"OLKM01006912.1",1,13120
"OLKM01006914.1",1,13117
"OLKM01006920.1",1,13094
"OLKM01006933.1",1,13071
"OLKM01006934.1",1,13067
"OLKM01006937.1",1,13064
"OLKM01006945.1",1,13036
"OLKM01006946.1",1,13036
"OLKM01006948.1",1,13034
"OLKM01006961.1",1,12987
"OLKM01006966.1",1,12978
"OLKM01006971.1",1,12964
"OLKM01006986.1",1,12917
"OLKM01006995.1",1,12901
"OLKM01007014.1",1,12860
"OLKM01007017.1",1,12855
"OLKM01007018.1",1,12843
"OLKM01007021.1",1,12837
"OLKM01007030.1",1,12813
"OLKM01007035.1",1,12794
"OLKM01007044.1",1,12770
"OLKM01007052.1",1,12742
"OLKM01007060.1",1,12724
"OLKM01007092.1",1,12650
"OLKM01007093.1",1,12648
"OLKM01007101.1",1,12617
"OLKM01007119.1",1,12586
"OLKM01007120.1",1,12569
"OLKM01007121.1",1,12569
"OLKM01007125.1",1,12563
"OLKM01007135.1",1,12540
"OLKM01007138.1",1,12534
"OLKM01007154.1",1,12488
"OLKM01007157.1",1,12481
"OLKM01007159.1",1,12469
"OLKM01007161.1",1,12466
"OLKM01007167.1",1,12453
"OLKM01007172.1",1,12437
"OLKM01007174.1",1,12434
"OLKM01007177.1",1,12427
"OLKM01007194.1",1,12392
"OLKM01007195.1",1,12379
"OLKM01007196.1",1,12376
"OLKM01007204.1",1,12343
"OLKM01007207.1",1,12339
"OLKM01007208.1",1,12335
"OLKM01007214.1",1,12324
"OLKM01007215.1",1,12324
"OLKM01007216.1",1,12321
"OLKM01007226.1",1,12300
"OLKM01007234.1",1,12255
"OLKM01007241.1",1,12241
"OLKM01007242.1",1,12240
"OLKM01007246.1",1,12234
"OLKM01007250.1",1,12227
"OLKM01007253.1",1,12220
"OLKM01007256.1",1,12209
"OLKM01007258.1",1,12203
"OLKM01007266.1",1,12171
"OLKM01007278.1",1,12143
"OLKM01007298.1",1,12098
"OLKM01007303.1",1,12091
"OLKM01007312.1",1,12074
"OLKM01007315.1",1,12066
"OLKM01007317.1",1,12058
"OLKM01007342.1",1,12011
"OLKM01007350.1",1,12002
"OLKM01007352.1",1,12001
"OLKM01007356.1",1,11993
"OLKM01007358.1",1,11987
"OLKM01007374.1",1,11951
"OLKM01007375.1",1,11950
"OLKM01007381.1",1,11939
"OLKM01007408.1",1,11884
"OLKM01007421.1",1,11861
"OLKM01007422.1",1,11861
"OLKM01007432.1",1,11839
"OLKM01007448.1",1,11800
"OLKM01007449.1",1,11797
"OLKM01007457.1",1,11780
"OLKM01007469.1",1,11742
"OLKM01007482.1",1,11704
"OLKM01007485.1",1,11701
"OLKM01007496.1",1,11682
"OLKM01007507.1",1,11658
"OLKM01007515.1",1,11611
"OLKM01007525.1",1,11569
"OLKM01007529.1",1,11564
"OLKM01007533.1",1,11557
"OLKM01007534.1",1,11557
"OLKM01007537.1",1,11550
"OLKM01007540.1",1,11531
"OLKM01007548.1",1,11495
"OLKM01007558.1",1,11457
"OLKM01007571.1",1,11408
"OLKM01007573.1",1,11404
"OLKM01007580.1",1,11395
"OLKM01007590.1",1,11370
"OLKM01007595.1",1,11361
"OLKM01007598.1",1,11353
"OLKM01007603.1",1,11339
"OLKM01007604.1",1,11337
"OLKM01007609.1",1,11309
"OLKM01007610.1",1,11308
"OLKM01007617.1",1,11294
"OLKM01007618.1",1,11293
"OLKM01007620.1",1,11280
"OLKM01007638.1",1,11234
"OLKM01007640.1",1,11224
"OLKM01007641.1",1,11223
"OLKM01007654.1",1,11191
"OLKM01007655.1",1,11190
"OLKM01007662.1",1,11164
"OLKM01007668.1",1,11150
"OLKM01007669.1",1,11147
"OLKM01007684.1",1,11080
"OLKM01007686.1",1,11065
"OLKM01007687.1",1,11061
"OLKM01007718.1",1,10989
"OLKM01007722.1",1,10975
"OLKM01007723.1",1,10968
"OLKM01007731.1",1,10950
"OLKM01007740.1",1,10916
"OLKM01007742.1",1,10910
"OLKM01007765.1",1,10862
"OLKM01007770.1",1,10852
"OLKM01007771.1",1,10852
"OLKM01007790.1",1,10792
"OLKM01007791.1",1,10791
"OLKM01007797.1",1,10768
"OLKM01007810.1",1,10741
"OLKM01007817.1",1,10729
"OLKM01007823.1",1,10710
"OLKM01007825.1",1,10705
"OLKM01007828.1",1,10692
"OLKM01007830.1",1,10689
"OLKM01007835.1",1,10661
"OLKM01007839.1",1,10649
"OLKM01007845.1",1,10633
"OLKM01007846.1",1,10631
"OLKM01007848.1",1,10616
"OLKM01007849.1",1,10613
"OLKM01007852.1",1,10606
"OLKM01007854.1",1,10597
"OLKM01007862.1",1,10574
"OLKM01007876.1",1,10541
"OLKM01007881.1",1,10530
"OLKM01007889.1",1,10495
"OLKM01007890.1",1,10494
"OLKM01007893.1",1,10482
"OLKM01007901.1",1,10461
"OLKM01007907.1",1,10447
"OLKM01007909.1",1,10446
"OLKM01007916.1",1,10393
"OLKM01007920.1",1,10385
"OLKM01007921.1",1,10383
"OLKM01007927.1",1,10361
"OLKM01007929.1",1,10349
"OLKM01007933.1",1,10343
"OLKM01007957.1",1,10241
"OLKM01007969.1",1,10209
"OLKM01007979.1",1,10170
"OLKM01007985.1",1,10148
"OLKM01007987.1",1,10145
"OLKM01007996.1",1,10128
"OLKM01008015.1",1,10038
"OLKM01008017.1",1,10037
"OLKM01008019.1",1,10033
"OLKM01008050.1",1,9828
"OLKM01008061.1",1,9651
"OLKM01008074.1",1,9447
"OLKM01008084.1",1,9168
"OLKM01008085.1",1,9112
"OLKM01008086.1",1,9110
"OLKM01008108.1",1,8671
"OLKM01008122.1",1,8296
"OLKM01008136.1",1,8049
"OLKM01008137.1",1,8018
"OLKM01008139.1",1,7990
"OLKM01008150.1",1,7742
"OLKM01008155.1",1,7541
"OLKM01008164.1",1,7264
"OLKM01008165.1",1,7134
"OLKM01008167.1",1,7078
"OLKM01008175.1",1,6864
"OLKM01008176.1",1,6848
"OLKM01008185.1",1,6431
"OLKM01008191.1",1,6339
"OLKM01008204.1",1,5892
"OLKM01008213.1",1,5652
"OLKM01008238.1",1,4982
"OLKM01008243.1",1,4878
"OLKM01008247.1",1,4808
"OLKM01008258.1",1,4497
"OLKM01008266.1",1,4371
"OLKM01008279.1",1,4078
"OLKM01008280.1",1,4067
"OLKM01008283.1",1,4024
"OLKM01008300.1",1,3711
"OLKM01008310.1",1,3573
"OLKM01008323.1",1,3346
"OLKM01008324.1",1,3340
"OLKM01008325.1",1,3323
"OLKM01008328.1",1,3282
"OLKM01008329.1",1,3270
"OLKM01008330.1",1,3264
"OLKM01008337.1",1,3185
"OLKM01008339.1",1,3157
"OLKM01008346.1",1,3068
"OLKM01008358.1",1,2911
"OLKM01008361.1",1,2890
"OLKM01008381.1",1,2602
"OLKM01008392.1",1,2486
"OLKM01008412.1",1,2257
